id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01127_c0	=	Cytosol_0	(gene_1714 or gene_2812)	ATP:dAMP phosphotransferase_c0	2.7.4.11	9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00294[c0] <=> (1)  cpd00008[c0] + (1)  cpd00177[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  dAMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dADP_c0[c0]	rxn01127	DADK	R01547	Purine metabolism	
rxn02569_c0	>	Cytosol_0	gene_4002	ATP:selenide, water phosphotransferase_c0				(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01078[c0] => (1)  cpd00009[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd03078[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Selenide_c0[c0] => (1)  Phosphate_c0[c0] + (1)  AMP_c0[c0] + (2)  H+_c0[c0] + (1)  Selenophosphate_c0[c0]	rxn02569	SELNPS	R03595	Selenocompound metabolism	
rxn08548_c0	>	Cytosol_0	gene_2218	glycerol-3-phosphate acyltransferase (C14:1)_c0				(2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15294[c0] => (1)  cpd11493[c0] + (1)  cpd15330[c0]	(2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Tetradecenoyl-ACP_c0[c0] => (1)  ACP_c0[c0] + (1)  1-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08548	G3PAT141			
rxn05445_c0	>	Cytosol_0	(gene_2349 or gene_1165)	4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11548[c0] => (1)  cpd00003[c0] + (1)  cpd11549[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-trans-pent-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  4-methyl-pentanoyl-ACP_c0[c0]	rxn05445				
rxn05341_c0	=	Cytosol_0	(gene_322 or gene_2714)	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd11483[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11490[c0]	(1)  NADP_c0[c0] + (1)  (R) -3-Hydroxyoctanoyl-[acyl-carrier protein]_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-oxooctanoyl-acp_c0[c0]	rxn05341	3OAR80	R04536	Fatty acid biosynthesis	
rxn05107_c0	>	Cytosol_0	gene_3652	5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)_c0		16.98		(1)  cpd00001[c0] + (1)  cpd11295[c0] => (1)  cpd00009[c0] + (1)  cpd11255[c0]	(1)  H2O_c0[c0] + (1)  2,3-diketo5-methylthio-1-phosphopentane_c0[c0] => (1)  Phosphate_c0[c0] + (1)  1,2-dihydroxy-3-keto-5-methylthiopentene_c0[c0]	rxn05107	ENPHE1	R07395	Cysteine and methionine metabolism	
rxn08124_c0	=	Cytosol_0	gene_1466	anhydrous-N-Acetylmuramyl-tetrapeptide amidase_c0		216.64		(1)  cpd00001[c0] + (1)  cpd15401[c0] <=> (1)  cpd15387[c0] + (1)  cpd15399[c0]	(1)  H2O_c0[c0] + (1)  1,6-anhydrous-N-Acetylmuramyl-tetrapeptide_c0[c0] <=> (1)  L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine_c0[c0] + (1)  1,6-anhydrous-N-Acetylmuramate_c0[c0]	rxn08124	AM4PA			
rxn05449_c0	>	Cytosol_0	(gene_1165 or gene_2349)	12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11564[c0] => (1)  cpd00003[c0] + (1)  cpd11565[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  12-methyl-trans-tridec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  12-methyl-tridecanoyl-ACP_c0[c0]	rxn05449				
rxn07438_c0	=	Cytosol_0	(gene_315 or gene_326)	peptide-methionine:thioredoxin-disulfide S-oxidoreductase_c0				(1)  cpd00001[c0] + (1)  cpd11420[c0] + (1)  cpd12237[c0] <=> (1)  cpd11421[c0] + (1)  cpd14507[c0]	(1)  H2O_c0[c0] + (1)  trdox_c0[c0] + (1)  Peptide-L-methionine_c0[c0] <=> (1)  trdrd_c0[c0] + (1)  Peptide-L-methionine (R) -S-oxide_c0[c0]	rxn07438		R07607		
rxn00743_c0	>	Cytosol_0	(gene_3494 or gene_3942 or gene_359 or gene_826 or gene_1476 or gene_546 or gene_2743 or gene_3906 or gene_2556 or gene_128 or gene_3966 or gene_836 or gene_1729 or gene_2921 or gene_1621 or gene_176 or gene_552 or gene_3234 or gene_2695 or gene_411 or gene_225 or gene_1818 or gene_408 or gene_401 or gene_1733 or gene_2039 or gene_3084 or gene_1958 or gene_601 or gene_2191 or gene_774 or gene_2977 or gene_2727 or gene_3829 or gene_1416 or gene_1986)	Glycerone phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00095[c0] => (1)  cpd00009[c0] + (1)  cpd00157[c0]	(1)  H2O_c0[c0] + (1)  Glycerone-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Glycerone_c0[c0]	rxn00743	ALKP	R01010		
rxn02483_c0	>	Cytosol_0	gene_1185	4-Carboxymuconolactone carboxy-lyase_c0	4.1.1.44	1.17		(1)  cpd00067[c0] + (1)  cpd00938[c0] => (1)  cpd00011[c0] + (1)  cpd02255[c0]	(1)  H+_c0[c0] + (1)  4-Carboxymuconolactone_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxoadipate-enol-lactone_c0[c0]	rxn02483	4CMLCL-kt	R03470	Benzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION|Catechol-Degradation|Degradation|PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY|Protocatechuate-Degradation|TOLUENE-DEG
rxn03236_c0	=	Cytosol_0	gene_3883	4a-hydroxytetrahydrobiopterin hydro-lyase_c0		0.37		(1)  cpd03897[c0] <=> (1)  cpd00001[c0] + (1)  cpd00231[c0]	(1)  4a-Hydroxytetrahydrobiopterin_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Dihydrobiopterin_c0[c0]	rxn03236	4AHD2	R04734		
rxn00834_c0	=	Cytosol_0	gene_758	IMP:NAD+ oxidoreductase_c0		1.58		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00114[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00497[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  IMP_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  XMP_c0[c0]	rxn00834	FUN63	R01130	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Adenosine-Nucleotides-Degradation|Biosynthesis|DENOVOPURINE2-PWY|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|P165-PWY|PRPP-PWY|PUR-NUC-SYN|Polyamine-Biosynthesis|Purine-Degradation|Purine-Nucleotide-De-Novo-Biosynthesis|URSIN-PWY|Urate-Degradation
rxn00704_c0	=	Cytosol_0	gene_933	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0		0		(1)  cpd00089[c0] <=> (1)  cpd00079[c0]	(1)  Glucose-1-phosphate_c0[c0] <=> (1)  D-glucose-6-phosphate_c0[c0]	rxn00704		R00959	Glycolysis / Gluconeogenesis|Galactose metabolism|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|GLYCOCAT-PWY|GLYCOGEN-BIOSYN|Glycogen-Degradation|POLYSACCHARIDES-DEG|Polymer-Degradation|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Starch-Degradation|Sugars-And-Polysaccharides|Trehalose-Degradation
rxn05252_c0	>	Cytosol_0	gene_1509	FACOAL170(ISO)_c0		-4.296		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11431[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11432[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  fa11_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  fa11coa_c0[c0]	rxn05252				
rxn00241_c0	>	Cytosol_0	gene_1419	GTP phosphohydrolase_c0	3.6.5.2|3.6.5.3|3.6.5.4|3.6.5.5|3.6.5.6	-6.82		(1)  cpd00001[c0] + (1)  cpd00038[c0] => (1)  cpd00009[c0] + (1)  cpd00031[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  GTP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  GDP_c0[c0] + (1)  H+_c0[c0]	rxn00241	NTP3	R00335	Purine metabolism	
rxn12642_c0	=	Cytosol_0	((gene_331 or gene_323) or gene_621 or gene_3398 or gene_3398)	RXN0-6978.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11584[c0] <=> (1)  cpd00035[c0] + (1)  cpd00119[c0]	(1)  H2O_c0[c0] + (1)  Ala-His_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Histidine_c0[c0]	rxn12642	MEAMP1(ala-his)			
rxn08130_c0	=	Cytosol_0	gene_1006	ADOMET-DMK-METHYLTRANSFER-RXN.c_c0		-20.64		(1)  cpd00017[c0] + (1)  cpd15353[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd15499[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  2-Demethylmenaquinol 8_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  Menaquinol 8_c0[c0]	rxn08130	AMMQLT8			ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|MENAQUINONESYN-PWY|Menaquinone-Biosynthesis|Quinone-Biosynthesis
rxn05620_c0	>	Cytosol_0	gene_4141	MOPS transport via ABC system_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11575[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11575[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  MOPS_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  MOPS_c0[c0]	rxn05620				
rxn11702_c0	>	Cytosol_0	gene_2256	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase_c0		-6.2		(1)  cpd00024[c0] + (1)  cpd00067[c0] + (1)  cpd00658[c0] => (1)  cpd00011[c0] + (1)  cpd16335[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  H+_c0[c0] + (1)  Isochorismate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0[c0]	rxn11702		R08165	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01332_c0	>	Cytosol_0	gene_1892	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0		-2.65		(1)  cpd00001[c0] + (1)  cpd00061[c0] + (1)  cpd00236[c0] => (1)  cpd00009[c0] + (1)  cpd02857[c0]	(1)  H2O_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  DAHP_c0[c0]	rxn01332	ARO3	R01826	Phenylalanine, tyrosine and tryptophan biosynthesis	3-Dehydroquinate-Biosynthesis|ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis
rxn00693_c0	=	Cytosol_0	(gene_722 or gene_2210 or gene_2574)	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0		-6.41		(1)  cpd00135[c0] + (1)  cpd00345[c0] <=> (1)  cpd00060[c0] + (1)  cpd00087[c0]	(1)  Homocysteine_c0[c0] + (1)  5-Methyltetrahydrofolate_c0[c0] <=> (1)  L-Methionine_c0[c0] + (1)  Tetrahydrofolate_c0[c0]	rxn00693	METS	R00946	Cysteine and methionine metabolism|One carbon pool by folate	1CMET2-PWY|ADENOSYLHOMOCYSCAT-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|HOMOSER-METSYN-PWY|HSERMETANA-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-DEG|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781|Vitamin-Biosynthesis
rxn01351_c0	>	Cytosol_0	gene_1352	2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase_c0		-27.3		(1)  cpd00001[c0] + (1)  cpd00241[c0] => (1)  cpd00012[c0] + (2)  cpd00067[c0] + (1)  cpd00296[c0]	(1)  H2O_c0[c0] + (1)  dGTP_c0[c0] => (1)  PPi_c0[c0] + (2)  H+_c0[c0] + (1)  dGMP_c0[c0]	rxn01351	NTPP1	R01855	Purine metabolism	
rxn03909_c0	>	Cytosol_0	gene_2189	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_c0		-8.11		(1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00102[c0] => (1)  cpd00011[c0] + (1)  cpd08289[c0]	(1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] => (1)  CO2_c0[c0] + (1)  1-deoxy-D-xylulose5-phosphate_c0[c0]	rxn03909	DXPS	R05636	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|THISYN-PWY|Terpenoid-Biosynthesis|Thiamine-Biosynthesis|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn01101_c0	=	Cytosol_0	gene_1450	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00169[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02069[c0]	(1)  NAD_c0[c0] + (1)  3-Phosphoglycerate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Phosphonooxypyruvate_c0[c0]	rxn01101	PGCD	R01513	Glycine, serine and threonine metabolism|Methane metabolism	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn03084_c0	>	Cytosol_0	(gene_2400 and gene_989 and gene_3376)	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0		-13.46		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd02678[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd02826[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  N-Formyl-GAR_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0] + (1)  5'-Phosphoribosylformylglycinamidine_c0[c0]	rxn03084	ADE6	R04463	Purine metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn06600_c0	>	Cytosol_0	(gene_2912 and gene_2025)	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0		-2.29		(1)  cpd00087[c0] + (1)  cpd11830[c0] => (1)  cpd00013[c0] + (1)  cpd00125[c0] + (1)  cpd12225[c0]	(1)  Tetrahydrofolate_c0[c0] + (1)  S-Aminomethyldihydrolipoylprotein_c0[c0] => (1)  NH3_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] + (1)  Dihydrolipolprotein_c0[c0]	rxn06600		R04125	Glycine, serine and threonine metabolism|One carbon pool by folate	
rxn12635_c0	=	Cytosol_0	((gene_331 or gene_323) or gene_621 or gene_3398 or gene_3398)	RXN0-6974.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11591[c0] <=> (1)  cpd00033[c0] + (1)  cpd00060[c0]	(1)  H2O_c0[c0] + (1)  Gly-Met_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Methionine_c0[c0]	rxn12635	MEAMP1(gly-met)			
rxn00346_c0	>	Cytosol_0	gene_2135	L-aspartate 1-carboxy-lyase (beta-alanine-forming)_c0	4.1.1.11	-3.09		(1)  cpd00041[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00085[c0]	(1)  L-Aspartate_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  beta-Alanine_c0[c0]	rxn00346	ASP1DC	R00489	beta-Alanine metabolism|Pantothenate and CoA biosynthesis	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn05297_c0	=	Cytosol_0	(gene_1027 or gene_1412)	TRANS-RXNBWI-115637.ce.maizeexp.GLT_c0		0		(1)  cpd00023[e0] + (1)  cpd00067[e0] <=> (1)  cpd00023[c0] + (1)  cpd00067[c0]	(1)  L-Glutamate_e0[e0] + (1)  H+_e0[e0] <=> (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0]	rxn05297	GLUt2			
rxn00806_c0	=	Cytosol_0	gene_380	L-Leucine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00107[c0] <=> (1)  cpd00023[c0] + (1)  cpd00200[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Leucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4MOP_c0[c0]	rxn00806	BAT2_3	R01090	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|LEU-DEG2-PWY|LEUCINE-DEG|LEUCINE-SYN|LEUSYN-PWY
rxn05328_c0	<	Cytosol_0	(gene_1165 or gene_2349)	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd11476[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11477[c0]	(1)  NAD_c0[c0] + (1)  hexadecanoyl-acp_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Hexadecenoyl-[acp]_c0[c0]	rxn05328		R04969	Fatty acid biosynthesis	
rxn05024_c0	>	Cytosol_0	gene_2071	4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)_c0		-8.52		(1)  cpd00067[c0] + (1)  cpd02021[c0] => (1)  cpd00001[c0] + (1)  cpd11217[c0]	(1)  H+_c0[c0] + (1)  Succinylbenzoyl-CoA_c0[c0] => (1)  H2O_c0[c0] + (1)  1,4-Dihydroxy-2-naphthoyl-CoA_c0[c0]	rxn05024		R07263	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05361_c0	=	Cytosol_0	gene_3173	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0		2.163		(1)  cpd11497[c0] <=> (1)  cpd00001[c0] + (1)  cpd11498[c0]	(1)  4-methyl-3-hydroxy-hexanoyl-ACP_c0[c0] <=> (1)  H2O_c0[c0] + (1)  4-methyl-trans-hex-2-enoyl-ACP_c0[c0]	rxn05361				
rxn09449_c0	>	Cytosol_0	gene_1509	acyl-coenzyme A ligase_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd01080[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00327[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  ocdca_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  strcoa_c0[c0]	rxn09449	FACOAL180			Activation|Activation-Inactivation-Interconversion|Alkanes-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|Energy-Metabolism|Lipid-Biosynthesis
rxn05323_c0	<	Cytosol_0	(gene_1165 or gene_2349)	Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd11466[c0] <= (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd11467[c0]	(1)  NAD_c0[c0] + (1)  Myristoyl-ACP_c0[c0] <= (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  (2E) -Tetradecenoyl-[acp]_c0[c0]	rxn05323		R04966	Fatty acid biosynthesis	
rxn05656_c0	>	Cytosol_0	gene_4141	sulfoacetate transport via ABC system_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd09878[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd09878[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Sulfoacetate_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfoacetate_c0[c0]	rxn05656				
rxn05616_c0	=	Cytosol_0	(gene_1659 or gene_854)	TRANS-RXN-141.ce_c0	1.A.35|TC-1.A.35	0		(1)  cpd00254[c0] <=> (1)  cpd00254[e0]	(1)  Mg_c0[c0] <=> (1)  Mg_e0[e0]	rxn05616	MGt5			
rxn10306_c0	=	Cytosol_0	gene_317	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0		-40.8		(24)  cpd00026[c0] + (1)  cpd15754[c0] <=> (24)  cpd00014[c0] + (1)  cpd15763[c0]	(24)  UDP-glucose_c0[c0] + (1)  Isohexadecanoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Isohexadecanoyllipoteichoic acid (n=24) , linked, glucose substituted_c0[c0]	rxn10306				
rxn01507_c0	>	Cytosol_0	(gene_1379 or gene_2546)	2'-Deoxyadenosine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00294[c0] => (1)  cpd00009[c0] + (1)  cpd00438[c0]	(1)  H2O_c0[c0] + (1)  dAMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Deoxyadenosine_c0[c0]	rxn01507	NTD6	R02088	Purine metabolism	
rxn03638_c0	>	Cytosol_0	(gene_1361 and gene_1361)	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase_c0		-5.29		(1)  cpd00022[c0] + (1)  cpd03671[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd02611[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  D-Glucosamine1-phosphate_c0[c0] => (1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  N-Acetyl-D-glucosamine1-phosphate_c0[c0]	rxn03638	G1PACTr	R05332	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Polyamine-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDPNAGSYN-PWY
rxn05438_c0	>	Cytosol_0	(gene_2349 or gene_1165)	14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11518[c0] => (1)  cpd00003[c0] + (1)  cpd11519[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  14-methyl-hexa-decanoyl-ACP_c0[c0]	rxn05438				
rxn02897_c0	=	Cytosol_0	gene_3776	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase_c0	2.4.2.21	-2.94		(1)  cpd00873[c0] + (1)  cpd01997[c0] <=> (1)  cpd00067[c0] + (1)  cpd00218[c0] + (1)  cpd02904[c0]	(1)  Nicotinate ribonucleotide_c0[c0] + (1)  Dimethylbenzimidazole_c0[c0] <=> (1)  H+_c0[c0] + (1)  Niacin_c0[c0] + (1)  alpha-Ribazole 5'-phosphate_c0[c0]	rxn02897	NNDMBRT	R04148	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn01406_c0	>	Cytosol_0	gene_985	S-adenosylmethioninamine:putrescine 3-aminopropyltransferase_c0		-10.46		(1)  cpd00118[c0] + (1)  cpd00837[c0] => (1)  cpd00067[c0] + (1)  cpd00147[c0] + (1)  cpd00264[c0]	(1)  Putrescine_c0[c0] + (1)  S-Adenosylmethioninamine_c0[c0] => (1)  H+_c0[c0] + (1)  5-Methylthioadenosine_c0[c0] + (1)  Spermidine_c0[c0]	rxn01406	SPMS	R01920	Cysteine and methionine metabolism|Arginine and proline metabolism|Glutathione metabolism	ARG+POLYAMINE-SYN|BSUBPOLYAMSYN-PWY|Biosynthesis|POLYAMINSYN3-PWY|POLYAMSYN-PWY|Polyamine-Biosynthesis|Spermidine-Biosynthesis
